code5,selected_fpocket_number,overlap_score,pdb_id,chain_id,instance_id,rcsb_entity_id,rcsb30_cluster_id,mapping_status
1f2eC,2,0.7812,1F2E,C,1F2E.C,1F2E_1,RCSB30_7920,mapped
1f2pA,1,0.882,1F2P,A,1F2P.A,1F2P_1,RCSB30_15595,mapped
1f2uA,3,0.7903,1F2U,A,1F2U.A,1F2U_1,RCSB30_5379,mapped
1f3bB,1,0.5821,1F3B,B,1F3B.B,1F3B_1,RCSB30_2361,mapped
1f3jA,1,0.766,1F3J,A,1F3J.A,1F3J_1,RCSB30_542,mapped
1f3lA,1,0.9429,1F3L,A,1F3L.A,1F3L_1,RCSB30_2281,mapped
1f4cB,1,0.8479,1F4C,B,1F4C.B,1F4C_1,RCSB30_121,mapped
1f4lA,1,0.601,1F4L,A,1F4L.A,1F4L_1,RCSB30_649,mapped
1f5oF,1,0.9159,1F5O,F,1F5O.F,1F5O_1,RCSB30_12932,mapped
1f6dB,1,0.6646,1F6D,B,1F6D.B,1F6D_1,RCSB30_6315,mapped
1f7kA,1,0.9595,1F7K,A,1F7K.A,1F7K_1,RCSB30_5581,mapped
1f7uB,3,0.5018,1F7U,B,1F7U.B,1F7U_2,RCSB30_1102,mapped
1f8fA,1,0.6236,1F8F,A,1F8F.A,1F8F_1,RCSB30_9514,mapped
1f8iC,3,0.8534,1F8I,C,1F8I.C,1F8I_1,RCSB30_2490,mapped
1f8yB,1,0.5342,1F8Y,B,1F8Y.B,1F8Y_1,RCSB30_12930,mapped
1f99A,1,0.9107,1F99,A,1F99.A,1F99_1,RCSB30_1219,mapped
1f9aE,1,0.9055,1F9A,E,1F9A.E,1F9A_1,RCSB30_4116,mapped
1f9eJ,2,0.7304,1F9E,J,1F9E.J,1F9E_1,RCSB30_5957,mapped
1f9tA,2,0.7134,1F9T,A,1F9T.A,1F9T_1,RCSB30_26991,mapped
1fayH,3,0.8641,1FAY,H,1FAY.H,1FAY_1,RCSB30_1350,mapped
1fbdA,1,0.9514,1FBD,A,1FBD.A,1FBD_1,RCSB30_1386,mapped
1fboA,2,0.5346,1FBO,A,1FBO.A,1FBO_1,RCSB30_4618,mapped
1fchB,1,0.6873,1FCH,B,1FCH.B,1FCH_1,RCSB30_10457,mapped
1fdqB,1,0.903,1FDQ,B,1FDQ.B,1FDQ_1,RCSB30_211,mapped
1fdwA,1,0.7097,1FDW,A,1FDW.A,1FDW_1,RCSB30_5404,mapped
1ff1A,2,0.8151,1FF1,A,1FF1.A,1FF1_1,RCSB30_11346,mapped
1ffuB,1,0.5849,1FFU,B,1FFU.B,1FFU_2,RCSB30_11565,mapped
1ffvC,1,0.9229,1FFV,C,1FFV.C,1FFV_3,RCSB30_10883,mapped
1fhvA,1,0.7125,1FHV,A,1FHV.A,1FHV_1,RCSB30_3055,mapped
1figB,1,0.8902,1FIG,B,1FIG.B,1FIG_2,RCSB30_1,mapped
1fipB,1,0.7908,1FIP,B,1FIP.B,1FIP_1,RCSB30_1247,mapped
1fk8B,1,0.8357,1FK8,B,1FK8.B,1FK8_1,RCSB30_36308,mapped
1fl2A,1,0.8784,1FL2,A,1FL2.A,1FL2_1,RCSB30_7243,mapped
1fm7B,1,0.9695,1FM7,B,1FM7.B,1FM7_1,RCSB30_2700,mapped
1fnnA,1,0.8181,1FNN,A,1FNN.A,1FNN_1,RCSB30_48008,mapped
1fnzA,1,0.8715,1FNZ,A,1FNZ.A,1FNZ_1,RCSB30_1350,mapped
1fo0A,1,0.7956,1FO0,A,1FO0.A,1FO0_1,RCSB30_63,mapped
1fo2A,2,0.8005,1FO2,A,1FO2.A,1FO2_1,RCSB30_3350,mapped
1fpnA,2,0.8507,1FPN,A,1FPN.A,1FPN_1,RCSB30_19,mapped
1fpqA,3,0.5618,1FPQ,A,1FPQ.A,1FPQ_1,RCSB30_1093,mapped
1fpxA,1,0.431,1FPX,A,1FPX.A,,SINGLETON_1fpxA,missing_entity
1fqjA,1,0.8314,1FQJ,A,1FQJ.A,1FQJ_1,RCSB30_52,mapped
1frwA,1,0.694,1FRW,A,1FRW.A,1FRW_1,RCSB30_2143,mapped
1fthC,3,0.6899,1FTH,C,1FTH.C,1FTH_1,RCSB30_6053,mapped
1fueA,1,0.8937,1FUE,A,1FUE.A,1FUE_1,RCSB30_2475,mapped
1furB,2,0.7596,1FUR,B,1FUR.B,1FUR_1,RCSB30_921,mapped
1futA,1,0.9591,1FUT,A,1FUT.A,1FUT_1,RCSB30_6743,mapped
1fvgA,1,0.5803,1FVG,A,1FVG.A,1FVG_1,RCSB30_951,mapped
1fviA,1,0.8321,1FVI,A,1FVI.A,1FVI_1,RCSB30_39409,mapped
1fw9A,2,1.0,1FW9,A,1FW9.A,1FW9_1,RCSB30_2275,mapped
1fwkD,2,0.7194,1FWK,D,1FWK.D,1FWK_1,RCSB30_3843,mapped
1fwrA,2,0.9585,1FWR,A,1FWR.A,1FWR_1,RCSB30_6297,mapped
1fwyB,1,0.7058,1FWY,B,1FWY.B,1FWY_1,RCSB30_174,mapped
1fy7A,1,0.838,1FY7,A,1FY7.A,1FY7_1,RCSB30_5837,mapped
1g0cA,1,0.6955,1G0C,A,1G0C.A,1G0C_1,RCSB30_14037,mapped
1g0nB,1,0.8829,1G0N,B,1G0N.B,1G0N_1,RCSB30_2917,mapped
1g16B,2,0.8837,1G16,B,1G16.B,1G16_1,RCSB30_2062,mapped
1g1aB,1,0.8075,1G1A,B,1G1A.B,1G1A_1,RCSB30_4354,mapped
1g1rC,3,0.8447,1G1R,C,1G1R.C,1G1R_1,RCSB30_4627,mapped
1g21G,1,0.8595,1G21,G,1G21.G,1G21_3,RCSB30_1006,mapped
1g28A,1,0.9499,1G28,A,1G28.A,1G28_1,RCSB30_5987,mapped
1g4aB,1,0.8406,1G4A,B,1G4A.B,1G4A_1,RCSB30_324,mapped
1g51A,1,0.943,1G51,A,1G51.A,1G51_1,RCSB30_148,mapped
1g55A,1,0.7979,1G55,A,1G55.A,1G55_1,RCSB30_8711,mapped
1g60B,1,0.7684,1G60,B,1G60.B,1G60_1,RCSB30_25234,mapped
1g6oA,1,0.6303,1G6O,A,1G6O.A,1G6O_1,RCSB30_9876,mapped
1g74A,1,0.936,1G74,A,1G74.A,1G74_1,RCSB30_211,mapped
1g97A,1,0.7667,1G97,A,1G97.A,1G97_1,RCSB30_174,mapped
1g99A,1,0.8445,1G99,A,1G99.A,1G99_1,RCSB30_378,mapped
1g9rA,1,0.9795,1G9R,A,1G9R.A,1G9R_1,RCSB30_43498,mapped
1g9sA,1,0.5113,1G9S,A,1G9S.A,1G9S_1,RCSB30_6568,mapped
1gaeB,2,0.6432,1GAE,B,1GAE.B,1GAE_1,RCSB30_304,mapped
1ganA,3,0.7648,1GAN,A,1GAN.A,1GAN_1,RCSB30_2488,mapped
1gaqB,3,0.4812,1GAQ,B,1GAQ.B,1GAQ_2,RCSB30_9850,mapped
1garB,1,0.7782,1GAR,B,1GAR.B,1GAR_1,RCSB30_4335,mapped
1gawB,3,0.8485,1GAW,B,1GAW.B,1GAW_1,RCSB30_5282,mapped
1gaxD,1,0.9347,1GAX,D,1GAX.D,1GAX_2,RCSB30_582,mapped
1gbkA,1,0.8362,1GBK,A,1GBK.A,1GBK_1,RCSB30_3678,mapped
1gc5A,3,0.6814,1GC5,A,1GC5.A,1GC5_1,RCSB30_7088,mapped
1gcvD,1,0.9777,1GCV,D,1GCV.D,1GCV_2,RCSB30_95,mapped
1gcwA,1,0.9068,1GCW,A,1GCW.A,1GCW_1,RCSB30_95,mapped
1gd9B,1,0.9419,1GD9,B,1GD9.B,1GD9_1,RCSB30_2224,mapped
1gdvA,1,0.9151,1GDV,A,1GDV.A,1GDV_1,RCSB30_3267,mapped
1gecA,1,0.8296,1GEC,A,1GEC.A,1GEC_1,RCSB30_28768,mapped
1geeB,1,0.8591,1GEE,B,1GEE.B,1GEE_1,RCSB30_4490,mapped
1gegH,1,0.8134,1GEG,H,1GEG.H,1GEG_1,RCSB30_708,mapped
1gerA,1,0.7891,1GER,A,1GER.A,1GER_1,RCSB30_812,mapped
1gewA,1,0.7987,1GEW,A,1GEW.A,1GEW_1,RCSB30_499,mapped
1gffA,1,0.8766,1GFF,A,1GFF.A,1GFF_1,RCSB30_18351,mapped
1gheB,1,0.9018,1GHE,B,1GHE.B,1GHE_1,RCSB30_30708,mapped
1ghpA,1,0.8295,1GHP,A,1GHP.A,1GHP_1,RCSB30_199,mapped
1gitA,2,0.9317,1GIT,A,1GIT.A,1GIT_1,RCSB30_52,mapped
1gjpA,1,0.7459,1GJP,A,1GJP.A,1GJP_1,RCSB30_1667,mapped
1gklA,2,0.9557,1GKL,A,1GKL.A,1GKL_1,RCSB30_10985,mapped
1gkmA,1,0.5679,1GKM,A,1GKM.A,1GKM_1,RCSB30_872,mapped
1gksA,1,0.8807,1GKS,A,1GKS.A,1GKS_1,RCSB30_67721,mapped
1gkzA,1,0.9137,1GKZ,A,1GKZ.A,1GKZ_1,RCSB30_7346,mapped
1gljA,1,0.8169,1GLJ,A,1GLJ.A,1GLJ_1,RCSB30_675,mapped
1gn8B,1,0.8157,1GN8,B,1GN8.B,1GN8_1,RCSB30_137,mapped
1gnyA,1,0.6933,1GNY,A,1GNY.A,1GNY_1,RCSB30_54800,mapped
1goxA,1,0.6789,1GOX,A,1GOX.A,1GOX_1,RCSB30_1113,mapped
1goyA,2,0.8299,1GOY,A,1GOY.A,1GOY_1,RCSB30_22299,mapped
1gq2K,1,0.8432,1GQ2,K,1GQ2.K,1GQ2_1,RCSB30_2448,mapped
1gqaA,1,0.7731,1GQA,A,1GQA.A,1GQA_1,RCSB30_2723,mapped
1gqyB,2,0.7818,1GQY,B,1GQY.B,1GQY_1,RCSB30_223,mapped
1gr0A,1,0.8868,1GR0,A,1GR0.A,1GR0_1,RCSB30_24443,mapped
1gr1A,1,0.8778,1GR1,A,1GR1.A,1GR1_1,RCSB30_5051,mapped
1grqA,1,0.7259,1GRQ,A,1GRQ.A,1GRQ_1,RCSB30_27807,mapped
1gsuA,3,0.6777,1GSU,A,1GSU.A,1GSU_1,RCSB30_803,mapped
1gt4B,2,0.9367,1GT4,B,1GT4.B,1GT4_1,RCSB30_10517,mapped
1gt6A,1,0.8747,1GT6,A,1GT6.A,1GT6_1,RCSB30_4951,mapped
1gtzJ,1,0.87,1GTZ,J,1GTZ.J,1GTZ_1,RCSB30_651,mapped
1gu2B,1,0.7979,1GU2,B,1GU2.B,1GU2_1,RCSB30_49763,mapped
1gu3A,2,0.6396,1GU3,A,1GU3.A,1GU3_1,RCSB30_17926,mapped
1guzB,1,0.7949,1GUZ,B,1GUZ.B,1GUZ_1,RCSB30_598,mapped
1gv4A,1,0.8622,1GV4,A,1GV4.A,1GV4_1,RCSB30_5595,mapped
1gwfA,1,0.8197,1GWF,A,1GWF.A,1GWF_1,RCSB30_842,mapped
1gwiA,1,0.7918,1GWI,A,1GWI.A,1GWI_1,RCSB30_305,mapped
1gwjA,1,0.672,1GWJ,A,1GWJ.A,1GWJ_1,RCSB30_1103,mapped
1gwoA,1,0.836,1GWO,A,1GWO.A,1GWO_1,RCSB30_652,mapped
1gx0A,3,0.7755,1GX0,A,1GX0.A,1GX0_1,RCSB30_5120,mapped
1gxaA,1,0.934,1GXA,A,1GXA.A,1GXA_1,RCSB30_1506,mapped
1gxbC,1,0.5296,1GXB,C,1GXB.C,1GXB_1,RCSB30_357,mapped
1gxzA,2,0.9513,1GXZ,A,1GXZ.A,1GXZ_1,RCSB30_8998,mapped
1gyeA,1,0.7541,1GYE,A,1GYE.A,1GYE_1,RCSB30_28013,mapped
1gyxA,2,1.0,1GYX,A,1GYX.A,1GYX_1,RCSB30_10105,mapped
1gz6B,2,0.823,1GZ6,B,1GZ6.B,1GZ6_1,RCSB30_5208,mapped
1gz6D,1,0.8448,1GZ6,D,1GZ6.D,1GZ6_1,RCSB30_5208,mapped
1gzwB,1,0.9016,1GZW,B,1GZW.B,1GZW_2,RCSB30_2488,mapped
1h2cA,2,0.5714,1H2C,A,1H2C.A,1H2C_1,RCSB30_7146,mapped
1h2hA,3,0.5593,1H2H,A,1H2H.A,1H2H_1,RCSB30_9083,mapped
1h3fA,1,0.5803,1H3F,A,1H3F.A,1H3F_1,RCSB30_1842,mapped
1h3hA,3,0.559,1H3H,A,1H3H.A,1H3H_1,RCSB30_2012,mapped
1h3vB,3,0.6519,1H3V,B,1H3V.B,1H3V_1,RCSB30_167,mapped
1h41B,2,0.7944,1H41,B,1H41.B,1H41_1,RCSB30_7155,mapped
1h4hC,1,0.7064,1H4H,C,1H4H.C,1H4H_1,RCSB30_10944,mapped
1h4tC,1,0.6314,1H4T,C,1H4T.C,1H4T_1,RCSB30_1593,mapped
1h4wA,1,0.9367,1H4W,A,1H4W.A,1H4W_1,RCSB30_67,mapped
1h4xB,3,0.6034,1H4X,B,1H4X.B,1H4X_1,RCSB30_52124,mapped
1h51A,1,0.9281,1H51,A,1H51.A,1H51_1,RCSB30_1103,mapped
1h5qD,1,0.8293,1H5Q,D,1H5Q.D,1H5Q_1,RCSB30_9467,mapped
1h65A,7,0.7029,1H65,A,1H65.A,1H65_1,RCSB30_11016,mapped
1h6eA,4,0.6065,1H6E,A,1H6E.A,1H6E_1,RCSB30_9283,mapped
1h6hA,2,0.732,1H6H,A,1H6H.A,1H6H_1,RCSB30_21766,mapped
1h6wA,2,0.6152,1H6W,A,1H6W.A,,SINGLETON_1h6wA,missing_entity
1h7gB,1,0.8385,1H7G,B,1H7G.B,1H7G_1,RCSB30_352,mapped
1h7lA,1,0.8288,1H7L,A,1H7L.A,1H7L_1,RCSB30_29259,mapped
1h8gB,3,0.7574,1H8G,B,1H8G.B,1H8G_1,RCSB30_19956,mapped
1h8pA,1,1.0,1H8P,A,1H8P.A,1H8P_1,RCSB30_31975,mapped
1h8sA,1,0.7639,1H8S,A,1H8S.A,1H8S_1,RCSB30_2,mapped
1h97A,1,0.9372,1H97,A,1H97.A,1H97_1,RCSB30_30664,mapped
1h9lB,2,0.7485,1H9L,B,1H9L.B,1H9L_2,RCSB30_1359,mapped
1h9oA,1,0.6046,1H9O,A,1H9O.A,1H9O_1,RCSB30_1526,mapped
1hbrA,1,0.9778,1HBR,A,1HBR.A,1HBR_1,RCSB30_95,mapped
1hcnB,2,0.6908,1HCN,B,1HCN.B,1HCN_2,RCSB30_4459,mapped
1hdcB,1,0.842,1HDC,B,1HDC.B,1HDC_1,RCSB30_3214,mapped
1hdgB,1,0.7047,1HDG,B,1HDG.B,1HDG_1,RCSB30_304,mapped
1hdoA,1,0.8486,1HDO,A,1HDO.A,1HDO_1,RCSB30_7361,mapped
1hdsD,1,0.8757,1HDS,D,1HDS.D,1HDS_2,RCSB30_70,mapped
1hfcA,1,0.7694,1HFC,A,1HFC.A,1HFC_1,RCSB30_1062,mapped
1hg4A,1,0.9636,1HG4,A,1HG4.A,1HG4_1,RCSB30_4050,mapped
1hh8A,1,0.6847,1HH8,A,1HH8.A,1HH8_1,RCSB30_17778,mapped
1hi4A,1,0.7622,1HI4,A,1HI4.A,1HI4_1,RCSB30_2067,mapped
1himB,1,0.8902,1HIM,B,1HIM.B,1HIM_2,RCSB30_1,mapped
1hkcA,1,0.7381,1HKC,A,1HKC.A,1HKC_1,RCSB30_1141,mapped
1hlbA,1,0.7533,1HLB,A,1HLB.A,1HLB_1,RCSB30_37910,mapped
1hlcA,3,0.8976,1HLC,A,1HLC.A,1HLC_1,RCSB30_8149,mapped
1hlmA,1,0.7434,1HLM,A,1HLM.A,1HLM_1,RCSB30_37910,mapped
1ho3B,3,0.7376,1HO3,B,1HO3.B,1HO3_1,RCSB30_1382,mapped
1ho5B,1,0.7129,1HO5,B,1HO5.B,1HO5_1,RCSB30_10224,mapped
1hopB,1,0.6745,1HOP,B,1HOP.B,1HOP_1,RCSB30_243,mapped
1horB,1,0.7419,1HOR,B,1HOR.B,1HOR_1,RCSB30_1640,mapped
1hp0A,1,0.9429,1HP0,A,1HP0.A,1HP0_1,RCSB30_10077,mapped
1hpcA,1,0.5764,1HPC,A,1HPC.A,1HPC_1,RCSB30_1385,mapped
1hpgA,1,0.7317,1HPG,A,1HPG.A,1HPG_1,RCSB30_6455,mapped
1hqsA,1,0.6165,1HQS,A,1HQS.A,1HQS_1,RCSB30_2870,mapped
1hqtA,1,0.7399,1HQT,A,1HQT.A,1HQT_1,RCSB30_438,mapped
1hqyF,1,0.8309,1HQY,F,1HQY.F,1HQY_2,RCSB30_324,mapped
1hrcA,1,0.98,1HRC,A,1HRC.A,1HRC_1,RCSB30_1265,mapped
1hriA,2,0.7053,1HRI,A,1HRI.A,1HRI_1,RCSB30_19,mapped
1hroB,1,0.8958,1HRO,B,1HRO.B,1HRO_1,RCSB30_4061,mapped
1hshA,2,0.8197,1HSH,A,1HSH.A,1HSH_1,RCSB30_81,mapped
1hslB,1,0.8757,1HSL,B,1HSL.B,1HSL_1,RCSB30_2617,mapped
1htmD,3,0.705,1HTM,D,1HTM.D,1HTM_2,RCSB30_1399,mapped
1htwB,1,0.8451,1HTW,B,1HTW.B,1HTW_1,RCSB30_14416,mapped
1huxA,1,0.8379,1HUX,A,1HUX.A,1HUX_1,RCSB30_9783,mapped
1hwpA,6,0.7579,1HWP,A,1HWP.A,1HWP_1,RCSB30_779,mapped
1hxdB,2,0.9481,1HXD,B,1HXD.B,1HXD_1,RCSB30_5223,mapped
1hxqB,2,0.9135,1HXQ,B,1HXQ.B,1HXQ_1,RCSB30_5323,mapped
1hy3A,1,0.6285,1HY3,A,1HY3.A,1HY3_1,RCSB30_2740,mapped
1hyfA,1,0.9615,1HYF,A,1HYF.A,1HYF_1,RCSB30_3574,mapped
1hygA,3,0.6556,1HYG,A,1HYG.A,1HYG_1,RCSB30_319,mapped
1hyhB,3,0.5924,1HYH,B,1HYH.B,1HYH_1,RCSB30_3270,mapped
1hyiA,2,0.8735,1HYI,A,1HYI.A,1HYI_1,RCSB30_22602,mapped
1i0rA,1,0.9017,1I0R,A,1I0R.A,1I0R_1,RCSB30_35368,mapped
1i0zA,1,0.7104,1I0Z,A,1I0Z.A,1I0Z_1,RCSB30_319,mapped
1i12B,2,0.7763,1I12,B,1I12.B,1I12_1,RCSB30_11766,mapped
1i19B,1,0.6789,1I19,B,1I19.B,1I19_1,RCSB30_46263,mapped
1i1nA,1,0.8951,1I1N,A,1I1N.A,1I1N_1,RCSB30_7645,mapped
1i1qA,2,0.8547,1I1Q,A,1I1Q.A,1I1Q_1,RCSB30_8619,mapped
1i2kA,1,0.8938,1I2K,A,1I2K.A,1I2K_1,RCSB30_18384,mapped
1i36A,1,0.5397,1I36,A,1I36.A,1I36_1,RCSB30_99502,mapped
1i3sB,1,0.8918,1I3S,B,1I3S.B,1I3S_1,RCSB30_41137,mapped
1i3uA,1,0.9296,1I3U,A,1I3U.A,1I3U_1,RCSB30_2,mapped
1i3zA,1,0.5069,1I3Z,A,1I3Z.A,1I3Z_1,RCSB30_26503,mapped
1i52A,1,0.7833,1I52,A,1I52.A,1I52_1,RCSB30_186,mapped
1i5cB,1,0.8899,1I5C,B,1I5C.B,1I5C_1,RCSB30_5012,mapped
1i5eA,2,0.7828,1I5E,A,1I5E.A,1I5E_1,RCSB30_416,mapped
1i69B,3,0.4419,1I69,B,1I69.B,1I69_1,RCSB30_6259,mapped
1i7bA,2,0.618,1I7B,A,1I7B.A,1I7B_1,RCSB30_1714,mapped
1i7lB,1,0.7939,1I7L,B,1I7L.B,1I7L_1,RCSB30_11007,mapped
1i7sC,3,0.9692,1I7S,C,1I7S.C,1I7S_1,RCSB30_8619,mapped
1i7zC,1,1.0,1I7Z,C,1I7Z.C,1I7Z_1,RCSB30_2,mapped
1i82A,1,0.9549,1I82,A,1I82.A,1I82_1,RCSB30_4364,mapped
1i8kB,1,0.8123,1I8K,B,1I8K.B,1I8K_2,RCSB30_2,mapped
1i8pA,1,0.9178,1I8P,A,1I8P.A,1I8P_1,RCSB30_10723,mapped
1i8tA,1,0.9084,1I8T,A,1I8T.A,1I8T_1,RCSB30_4989,mapped
1i9gA,1,0.704,1I9G,A,1I9G.A,1I9G_1,RCSB30_25689,mapped
1ia7A,2,0.6044,1IA7,A,1IA7.A,1IA7_1,RCSB30_4618,mapped
1ib1G,1,0.7439,1IB1,G,1IB1.G,1IB1_2,RCSB30_11939,mapped
1ib6D,1,0.6741,1IB6,D,1IB6.D,1IB6_1,RCSB30_1159,mapped
1ibjB,1,0.741,1IBJ,B,1IBJ.B,1IBJ_1,RCSB30_965,mapped
1ibwC,2,0.4158,1IBW,C,1IBW.C,1IBW_1,RCSB30_13154,mapped
1icsA,1,0.6263,1ICS,A,1ICS.A,1ICS_1,RCSB30_2138,mapped
1id0A,1,0.6674,1ID0,A,1ID0.A,1ID0_1,RCSB30_9803,mapped
1id8A,1,0.7452,1ID8,A,1ID8.A,1ID8_1,RCSB30_9851,mapped
1igjB,1,0.7719,1IGJ,B,1IGJ.B,1IGJ_2,RCSB30_1,mapped
1ih8A,1,0.6481,1IH8,A,1IH8.A,1IH8_1,RCSB30_763,mapped
1ihjA,2,0.7103,1IHJ,A,1IHJ.A,1IHJ_1,RCSB30_24231,mapped
1ihxA,2,0.7177,1IHX,A,1IHX.A,1IHX_1,RCSB30_304,mapped
1ii5A,3,0.7884,1II5,A,1II5.A,1II5_1,RCSB30_15239,mapped
1ii6A,1,0.6773,1II6,A,1II6.A,1II6_1,RCSB30_2850,mapped
1ii7A,2,0.8537,1II7,A,1II7.A,1II7_1,RCSB30_8006,mapped
1iktA,1,0.8474,1IKT,A,1IKT.A,1IKT_1,RCSB30_5208,mapped
1il2D,3,0.7632,1IL2,D,1IL2.D,1IL2_2,RCSB30_148,mapped
1im8B,1,0.7302,1IM8,B,1IM8.B,1IM8_1,RCSB30_1081,mapped
1in6A,1,0.8778,1IN6,A,1IN6.A,1IN6_1,RCSB30_143,mapped
1io9B,1,0.8942,1IO9,B,1IO9.B,1IO9_1,RCSB30_12907,mapped
1ionA,1,0.7867,1ION,A,1ION.A,1ION_1,RCSB30_7073,mapped
1iooA,1,0.7412,1IOO,A,1IOO.A,1IOO_1,RCSB30_23038,mapped
1ipbA,1,0.7014,1IPB,A,1IPB.A,1IPB_1,RCSB30_2406,mapped
1ipeB,1,0.8238,1IPE,B,1IPE.B,1IPE_1,RCSB30_1170,mapped
1iqpB,1,0.9506,1IQP,B,1IQP.B,1IQP_1,RCSB30_6029,mapped
1irjD,1,0.8402,1IRJ,D,1IRJ.D,1IRJ_1,RCSB30_5242,mapped
1isfA,2,0.4778,1ISF,A,1ISF.A,1ISF_1,RCSB30_2268,mapped
1isoA,2,0.8859,1ISO,A,1ISO.A,1ISO_1,RCSB30_2870,mapped
1issB,1,0.777,1ISS,B,1ISS.B,1ISS_1,RCSB30_1567,mapped
1it3A,1,0.9094,1IT3,A,1IT3.A,1IT3_1,RCSB30_12932,mapped
1it7A,1,0.5857,1IT7,A,1IT7.A,1IT7_1,RCSB30_5722,mapped
1ithA,1,0.92,1ITH,A,1ITH.A,1ITH_1,RCSB30_76536,mapped
1itkB,2,0.8317,1ITK,B,1ITK.B,1ITK_1,RCSB30_318,mapped
1ixsB,1,0.7417,1IXS,B,1IXS.B,1IXS_2,RCSB30_143,mapped
1iybA,2,0.8394,1IYB,A,1IYB.A,1IYB_1,RCSB30_8243,mapped
1iynA,1,0.7371,1IYN,A,1IYN.A,1IYN_1,RCSB30_22911,mapped
1iyzA,1,0.941,1IYZ,A,1IYZ.A,1IYZ_1,RCSB30_62186,mapped
1iz2A,7,0.7267,1IZ2,A,1IZ2.A,1IZ2_1,RCSB30_360,mapped
1j0aC,2,0.7918,1J0A,C,1J0A.C,1J0A_1,RCSB30_1625,mapped
1j0cD,1,0.8194,1J0C,D,1J0C.D,1J0C_1,RCSB30_1625,mapped
1j0kA,3,0.9693,1J0K,A,1J0K.A,1J0K_1,RCSB30_4824,mapped
1j0nA,1,0.6508,1J0N,A,1J0N.A,1J0N_1,RCSB30_10708,mapped
1j12C,1,0.7819,1J12,C,1J12.C,1J12_1,RCSB30_12970,mapped
1j14A,1,0.9367,1J14,A,1J14.A,1J14_1,RCSB30_67,mapped
1j1aA,1,0.924,1J1A,A,1J1A.A,1J1A_1,RCSB30_263,mapped
1j1cB,1,0.8319,1J1C,B,1J1C.B,1J1C_1,RCSB30_1574,mapped
1j1nB,2,0.7757,1J1N,B,1J1N.B,1J1N_1,RCSB30_10625,mapped
1j1wB,1,0.791,1J1W,B,1J1W.B,1J1W_1,RCSB30_11189,mapped
1j2qL,1,0.7822,1J2Q,L,1J2Q.L,1J2Q_2,RCSB30_1765,mapped
1j32B,1,0.8065,1J32,B,1J32.B,1J32_1,RCSB30_3326,mapped
1j36B,1,0.5484,1J36,B,1J36.B,1J36_1,RCSB30_6626,mapped
1j49B,1,0.7837,1J49,B,1J49.B,1J49_1,RCSB30_3379,mapped
1j71A,3,0.6504,1J71,A,1J71.A,1J71_1,RCSB30_5916,mapped
1j7lA,1,0.9015,1J7L,A,1J7L.A,1J7L_1,RCSB30_17153,mapped
1j9eA,1,0.9714,1J9E,A,1J9E.A,1J9E_1,RCSB30_3102,mapped
1jb9A,2,0.8282,1JB9,A,1JB9.A,1JB9_1,RCSB30_6435,mapped
1jbvA,1,0.654,1JBV,A,1JBV.A,1JBV_1,RCSB30_12624,mapped
1jcgA,1,0.891,1JCG,A,1JCG.A,1JCG_1,RCSB30_5343,mapped
1jclA,1,0.8148,1JCL,A,1JCL.A,1JCL_1,RCSB30_1424,mapped
1jcnB,1,0.7414,1JCN,B,1JCN.B,1JCN_1,RCSB30_522,mapped
1jd0A,2,0.9664,1JD0,A,1JD0.A,1JD0_1,RCSB30_3349,mapped
1jd6A,1,0.6568,1JD6,A,1JD6.A,1JD6_1,RCSB30_23617,mapped
1jdlA,1,0.8841,1JDL,A,1JDL.A,1JDL_1,RCSB30_10723,mapped
1jdvA,1,0.9417,1JDV,A,1JDV.A,1JDV_1,RCSB30_372,mapped
1jdxA,3,0.7445,1JDX,A,1JDX.A,1JDX_1,RCSB30_8644,mapped
1jebC,1,0.9778,1JEB,C,1JEB.C,1JEB_1,RCSB30_95,mapped
1jehA,1,0.9152,1JEH,A,1JEH.A,1JEH_1,RCSB30_865,mapped
1jeoA,1,0.7792,1JEO,A,1JEO.A,1JEO_1,RCSB30_5627,mapped
1jf8A,1,0.6618,1JF8,A,1JF8.A,1JF8_1,RCSB30_3043,mapped
1jfpA,1,0.4988,1JFP,A,1JFP.A,1JFP_1,RCSB30_293,mapped
1jg2A,1,0.9236,1JG2,A,1JG2.A,1JG2_1,RCSB30_1038,mapped
1jgiA,1,0.533,1JGI,A,1JGI.A,1JGI_1,RCSB30_6826,mapped
1jhgA,2,1.0,1JHG,A,1JHG.A,1JHG_1,RCSB30_1900,mapped
1jhxA,1,0.4321,1JHX,A,1JHX.A,1JHX_1,RCSB30_742,mapped
1ji4E,1,0.9541,1JI4,E,1JI4.E,1JI4_1,RCSB30_3133,mapped
1ji5A,3,0.5998,1JI5,A,1JI5.A,1JI5_1,RCSB30_3133,mapped
1jibB,1,0.9246,1JIB,B,1JIB.B,1JIB_1,RCSB30_4824,mapped
1jijA,1,0.8356,1JIJ,A,1JIJ.A,1JIJ_1,RCSB30_1380,mapped
1jivA,1,0.8413,1JIV,A,1JIV.A,1JIV_1,RCSB30_11004,mapped
1jjvA,2,0.7845,1JJV,A,1JJV.A,1JJV_1,RCSB30_3225,mapped
1jkfB,1,0.7672,1JKF,B,1JKF.B,1JKF_1,RCSB30_3168,mapped
1jl7A,1,0.9331,1JL7,A,1JL7.A,1JL7_1,RCSB30_16146,mapped
1jltA,1,0.5603,1JLT,A,1JLT.A,1JLT_1,RCSB30_263,mapped
